iter	Passed	Remaining
242	133351	415419
243	133891	414842
244	134497	414472
245	135016	413832
246	135579	413326
247	136124	412763
248	136603	412006
249	137104	411314
250	137673	410826
251	138145	410052
252	138658	409399
253	139170	408743
254	139702	408150
255	140351	407896
256	140869	407261
257	141391	406636
258	141908	406001
259	142388	405260
260	142871	404527
261	143386	403889
262	143953	403397
263	144586	403090
264	145173	402651
265	145743	402164
266	146325	401709
267	146903	401243
268	147488	400796
269	148039	400255
270	148479	399415
271	148992	398774
272	149491	398096
273	149996	397435
274	150521	396828
275	151052	396240
276	151531	395512
277	152072	394951
278	152639	394454
279	153181	393896
280	153676	393215
281	154226	392676
282	154775	392133
283	155308	391552
284	155822	390922
285	156330	390279
286	156920	389841
287	157435	389216
288	157967	388631
289	158497	388044
290	158982	387349
291	159531	386809
292	160120	386366
293	160666	385819
294	161219	385288
295	161749	384701
296	162344	384270
297	162889	383719
298	163442	383188
299	163932	382508
300	164482	381971
301	165086	381558
302	165532	380778
303	166042	380150
304	166624	379686
305	167238	379291
306	167775	378724
307	168307	378145
308	168769	377409
309	169388	377025
310	169950	376513
311	170526	376032
312	171120	375590
313	171838	375418
314	172373	374843
315	172887	374224
316	173376	373552
317	173904	372965
318	174410	372330
319	174883	371627
320	175396	371010
321	175965	370510
322	176534	370011
323	177102	369510
324	177652	368970
325	178103	368227
326	178579	367534
327	179120	366979
328	179620	366339
329	180150	365759
330	180730	365283
331	181319	364824
332	181850	364247
333	182330	363569
334	182797	362866
335	183294	362225
336	183888	361774
337	184452	361265
338	185040	360801
339	185682	360441
340	186182	359807
341	186727	359259
342	187289	358744
343	187802	358134
344	188395	357678
345	188921	357093
346	189392	356406
347	189945	355875
348	190479	355307
349	191032	354774
350	191498	354081
351	191981	353421
352	192513	352850
353	192986	352172
354	193501	351573
355	193977	350903
356	194481	350284
357	195000	349693
358	195467	349009
359	196007	348456
360	196636	348062
361	197166	347493
362	197684	346900
363	198216	346334
364	198763	345793
365	199309	345251
366	199963	344895
367	200489	344319
368	201051	343802
369	201449	343008
370	202020	342508
371	202579	341989
372	203062	341341
373	203594	340776
374	204070	340117
375	204555	339475
376	205123	338970
377	205685	338456
378	206287	338007
379	206898	337572
380	207415	336981
381	207921	336375
382	208409	335740
383	208865	335055
384	209360	334433
385	209837	333782
386	210299	333109
387	210785	332475
388	211372	332001
389	211956	331521
390	212501	330979
391	213031	330416
392	213575	329873
393	214143	329367
394	214625	328730
395	215082	328055
396	215638	327531
397	216226	327056
398	216746	326478
399	217304	325956
400	217775	325305
401	218409	324897
402	218909	324289
403	219395	323661
404	219887	323044
405	220447	322526
406	220993	321988
407	221461	321335
408	222005	320795
409	222535	320233
410	223048	319649
411	223576	319084
412	224074	318479
413	224577	317880
414	225095	317302
415	225587	316689
416	226130	316149
417	226622	315537
418	227137	314957
419	227579	314276
420	228056	313644
421	228557	313047
422	229044	312431
423	229514	311792
424	230051	311245
425	230528	310617
426	231045	310044
427	231581	309497
428	232108	308936
429	232622	308360
430	233097	307732
431	233622	307169
432	234157	306622
433	234681	306059
434	235177	305460
435	235738	304945
436	236346	304492
437	236872	303932
438	237343	303302
439	237829	302691
440	238327	302097
441	238874	301566
442	239331	300920
443	239803	300294
444	240349	299761
445	240902	299237
446	241408	298655
447	241891	298044
448	242422	297493
449	242900	296878
450	243405	296296
451	243903	295705
452	244445	295169
453	244920	294551
454	245382	293919
455	245893	293346
456	246441	292818
457	246944	292235
458	247409	291609
459	247986	291114
460	248485	290528
461	249064	290035
462	249657	289559
463	250135	288949
464	250746	288493
465	251200	287856
466	251670	287238
467	252173	286658
468	252713	286120
469	253258	285588
470	253706	284948
471	254287	284456
472	254814	283904
473	255354	283367
474	255910	282848
475	256413	282270
476	256962	281743
477	257410	281105
478	257865	280475
479	258353	279882
480	258892	279345
481	259358	278730
482	259870	278163
483	260340	277552
484	260861	276997
485	261380	276439
486	261928	275912
487	262487	275396
488	263022	274855
489	263492	274247
490	264025	273704
491	264512	273114
492	265060	272587
493	265652	272105
494	266167	271544
495	266684	270985
496	267184	270409
497	267691	269841
498	268147	269222
499	268589	268589
500	269014	267940
501	269549	267401
502	270068	266847
503	270634	266338
504	271228	265857
505	271752	265307
506	272276	264758
507	272833	264240
508	273325	263660
509	273864	263124
510	274407	262593
511	274970	262081
512	275487	261525
513	276033	260996
514	276728	260608
515	277304	260106
516	277873	259599
517	278485	259131
518	279102	258667
519	279682	258168
520	280218	257629
521	280917	257238
522	281463	256707
523	281991	256159
524	282628	255711
525	283212	255214
526	283851	254766
527	284438	254270
528	284982	253736
529	285500	253179
530	286050	252651
531	286621	252140
532	287227	251660
533	287832	251179
534	288393	250659
535	289049	250221
536	289726	249801
537	290278	249272
538	290829	248742
539	291327	248167
540	291894	247651
541	292350	247041
542	292851	246469
543	293376	245918
544	293929	245390
545	294384	244781
546	294903	244225
547	295433	243678
548	295898	243078
549	296428	242532
550	296977	242001
551	297526	241470
552	298047	240917
553	298613	240400
554	299170	239875
555	299688	239319
556	300174	238738
557	300681	238174
558	301223	237637
559	301705	237054
560	302136	236431
561	302678	235895
562	303186	235332
563	303733	234801
564	304323	234302
565	304907	233798
566	305460	233270
567	306051	232771
568	306592	232234
569	307172	231726
570	307718	231192
571	308284	230674
572	308836	230145
573	309305	229554
574	309877	229039
575	310445	228522
576	310959	227965
577	311505	227431
578	312018	226873
579	312461	226265
580	312988	225717
581	313526	225179
582	314029	224614
583	314587	224089
584	315074	223514
585	315583	222955
586	316159	222442
587	316661	221878
588	317188	221331
589	317663	220749
590	318119	220153
591	318574	219558
592	319157	219050
593	319786	218574
594	320312	218027
595	320836	217479
596	321301	216891
597	321780	216313
598	322280	215750
599	322848	215232
600	323397	214701
601	323891	214134
602	324404	213579
603	324946	213044
604	325409	212457
605	325893	211884
606	326363	211303
607	326846	210730
608	327380	210190
609	327846	209606
610	328316	209026
611	328843	208482
612	329373	207940
613	329868	207376
614	330377	206821
615	330885	206266
616	331354	205686
617	331915	205164
618	332480	204644
619	332961	204073
620	333461	203513
621	333959	202952
622	334474	202402
623	335022	201872
624	335568	201340
625	336087	200793
626	336588	200235
627	337130	199701
628	337623	199138
629	338155	198599
630	338715	198076
631	339249	197537
632	339721	196963
633	340213	196400
634	340747	195862
635	341271	195318
636	341760	194755
637	342392	194273
638	342894	193716
639	343371	193146
640	343937	192626
641	344478	192092
642	344922	191504
643	345458	190967
644	345928	190394
645	346404	189825
646	347005	189324
647	347494	188762
648	348014	188217
649	348446	187625
650	348965	187079
651	349554	186571
652	350056	186017
653	350561	185465
654	351093	184926
655	351580	184365
656	352097	183819
657	352652	183293
658	353168	182747
659	353680	182199
660	354205	181657
661	354673	181087
662	355198	180545
663	355748	180017
664	356265	179472
665	356864	178968
666	357354	178409
667	357899	177878
668	358369	177309
669	358925	176783
670	359503	176269
671	360010	175719
672	360599	175209
673	361148	174679
674	361710	174157
675	362271	173633
676	362762	173075
677	363253	172518
678	363750	171964
679	364365	171466
680	364966	170960
681	365507	170427
682	365937	169842
683	366448	169294
684	366936	168737
685	367403	168170
686	367966	167647
687	368457	167091
688	368959	166540
689	369488	166002
690	370068	165486
691	370579	164940
692	371049	164375
693	371611	163851
694	372182	163332
695	372638	162761
696	373163	162221
697	373684	161680
698	374171	161123
699	374675	160575
700	375253	160058
701	375812	159532
702	376338	158993
703	376883	158462
704	377368	157905
705	377865	157354
706	378348	156797
707	378825	156238
708	379284	155672
709	379832	155142
710	380390	154617
711	380954	154093
712	381510	153567
713	382047	153033
714	382585	152499
715	383126	151966
716	383646	151425
717	384135	150872
718	384612	150314
719	385148	149780
720	385726	149261
721	386252	148723
722	386761	148178
723	387279	147636
724	387815	147102
725	388279	146540
726	388751	145982
727	389267	145440
728	389750	144886
729	390190	144317
730	390688	143768
731	391193	143223
732	391817	142722
733	392296	142167
734	392770	141611
735	393301	141075
736	393888	140559
737	394408	140020
738	394852	139454
739	395349	138906
740	395761	138329
741	396237	137775
742	396815	137256
743	397294	136703
744	397820	136166
745	398358	135634
746	398896	135101
747	399384	134552
748	399809	133981
749	400334	133444
750	400866	132910
751	401349	132359
752	401943	131845
753	402413	131291
754	402919	130748
755	403436	130209
756	403962	129673
757	404504	129142
758	405083	128623
759	405609	128087
760	406104	127541
761	406674	127019
762	407130	126461
763	407633	125918
764	408102	125364
765	408656	124837
766	409174	124299
767	409671	123755
768	410183	123215
769	410769	122697
770	411423	122199
771	411920	121655
772	412379	121099
773	412903	120563
774	413357	120007
775	413884	119471
776	414404	118934
777	414880	118384
778	415366	117838
779	415849	117290
780	416316	116739
781	416792	116190
782	417333	115659
783	417894	115134
784	418359	114582
785	418828	114032
786	419414	113513
787	419860	112957
788	420357	112415
789	420872	111877
790	421413	111346
791	421957	110817
792	422502	110287
793	423041	109756
794	423511	109207
795	424177	108708
796	424823	108204
797	425279	107652
798	425698	107090
799	426182	106545
800	426754	106022
801	427329	105500
802	427866	104968
803	428351	104423
804	428871	103888
805	429352	103342
806	429851	102802
807	430379	102268
808	430861	101723
809	431450	101204
810	431926	100658
811	432468	100128
812	433043	99605
813	433585	99074
814	434097	98537
815	434558	97988
816	435074	97452
817	435583	96914
818	436145	96388
819	436789	95880
820	437429	95371
821	437973	94840
822	438416	94288
823	438944	93755
824	439504	93228
825	440006	92689
826	440564	92161
827	441142	91638
828	441655	91101
829	442261	90583
830	442755	90042
831	443195	89491
832	443700	88953
833	444129	88399
834	444634	87861
835	445205	87337
836	445693	86795
837	446186	86255
838	446735	85726
839	447246	85189
840	447667	84636
841	448187	84101
842	448710	83567
843	449203	83028
844	449753	82499
845	450236	81957
846	450772	81426
847	451263	80886
848	451735	80343
849	452320	79821
850	452890	79295
851	453471	78772
852	454001	78239
853	454434	77690
854	454979	77160
855	455497	76625
856	455982	76085
857	456447	75542
858	456957	75006
859	457502	74477
860	458042	73946
861	458502	73402
862	458987	72863
863	459483	72326
864	459933	71781
865	460466	71249
866	460949	70710
867	461484	70179
868	461940	69636
869	462437	69099
870	462982	68570
871	463490	68035
872	463983	67498
873	464471	66960
874	465075	66439
875	465594	65906
876	466076	65367
877	466654	64842
878	467157	64307
879	467580	63761
880	468181	63239
881	468664	62701
882	469141	62162
883	469705	61635
884	470218	61101
885	470711	60565
886	471235	60033
887	471747	59499
888	472320	58973
889	472845	58441
890	473323	57903
891	473852	57372
892	474315	56832
893	474791	56295
894	475262	55757
895	475758	55222
896	476217	54682
897	476733	54150
898	477303	53623
899	477752	53083
900	478331	52558
901	478894	52030
902	479381	51494
903	479867	50959
904	480376	50426
905	480824	49886
906	481443	49365
907	481906	48827
908	482376	48290
909	482910	47760
910	483442	47229
911	483970	46698
912	484517	46169
913	485115	45645
914	485655	45115
915	486202	44586
916	486697	44052
917	487330	43530
918	487848	42998
919	488324	42463
920	488837	41930
921	489384	41401
922	489836	40863
923	490374	40333
924	490884	39801
925	491377	39267
926	491852	38732
927	492387	38202
928	492908	37671
929	493375	37135
930	493891	36604
931	494399	36072
932	494880	35538
933	495412	35007
934	495906	34474
935	496354	33938
936	496824	33404
937	497299	32870
938	497890	32344
939	498379	31811
940	498992	31286
941	499484	30753
942	499964	30220
943	500479	29689
944	500974	29157
945	501565	28630
946	502106	28101
947	502574	27567
948	503108	27037
949	503673	26509
950	504192	25978
951	504698	25446
952	505249	24917
953	505765	24387
954	506219	23853
955	506786	23324
956	507346	22796
957	507834	22264
958	508307	21731
959	508769	21198
960	509253	20666
961	509795	20137
962	510307	19606
963	510837	19076
964	511381	18547
965	511928	18018
966	512473	17488
967	512982	16958
968	513442	16425
969	513970	15896
970	514442	15364
971	515016	14835
972	515540	14305
973	516043	13775
974	516577	13245
975	517025	12713
976	517517	12183
977	518006	11652
978	518527	11122
979	519010	10592
980	519501	10061
981	519974	9531
982	520461	9000
983	520994	8471
984	521467	7941
985	521927	7410
986	522419	6880
987	522884	6350
988	523339	5820
989	523865	5291
990	524356	4762
991	524913	4233
992	525466	3704
993	526005	3175
994	526584	2646
995	527091	2116
996	527642	1587
997	528138	1058
998	528599	529
999	529105	0
