iter	F1	Logloss
885	0.8420121875	0.3500635288
886	0.8420525214	0.3499910845
887	0.8421176722	0.3499536934
888	0.8420823832	0.3499034949
889	0.8421052632	0.3498726913
890	0.8421750712	0.3498433017
891	0.8421405545	0.3497942079
892	0.8421696424	0.3497598649
893	0.8422142397	0.3497229072
894	0.8421855427	0.3496983186
895	0.8422592292	0.3496673507
896	0.8422379014	0.349629993
897	0.8422964554	0.3495899506
898	0.8423619912	0.3495566135
899	0.8423782892	0.3494871829
900	0.8423255471	0.3494512669
901	0.842409326	0.3494207714
902	0.8424178561	0.3493886507
903	0.8424008165	0.3493622843
904	0.8424570713	0.3493267352
905	0.8425094144	0.3492909393
906	0.8424873063	0.3492334664
907	0.8425419657	0.3492050332
908	0.8425877481	0.3491727763
909	0.8426102657	0.3491164076
910	0.8426467391	0.3490807932
911	0.8426331595	0.3490335911
912	0.8426859061	0.3489829571
913	0.8427176596	0.3488888928
914	0.8428242992	0.3488531876
915	0.8427688714	0.3487839763
916	0.8427696128	0.3487474707
917	0.8428766704	0.3487090167
918	0.8428735649	0.34867667
919	0.8429143055	0.3486339038
920	0.8428781962	0.3485976142
921	0.8429619914	0.348565312
922	0.8429573625	0.3485344603
923	0.8429604684	0.348503647
924	0.8429887878	0.348467324
925	0.8430492613	0.3484357957
926	0.8430655186	0.3484075116
927	0.8431178937	0.3483756936
928	0.8431415171	0.3483420858
929	0.843160877	0.3483239489
930	0.8431507632	0.3482923524
931	0.8432306576	0.3482613058
932	0.8431992337	0.3482262249
933	0.8432799254	0.3481965653
934	0.8432663437	0.3481668838
935	0.8433520986	0.3481099679
936	0.8433219115	0.3480871675
937	0.84334473	0.3480570956
938	0.8434010162	0.3480168969
939	0.8433813072	0.3479867125
940	0.8433026387	0.3479496194
941	0.8433568907	0.3479121866
942	0.8433131158	0.3478845456
943	0.8433863682	0.3478538119
944	0.843438754	0.3478141503
945	0.8434357393	0.3477687485
946	0.8434508324	0.3477376549
947	0.8435000166	0.3476827486
948	0.8435247822	0.3476434406
949	0.8435697994	0.3476064238
950	0.8436771191	0.3475751076
951	0.843683336	0.347544914
952	0.8436772292	0.3475103908
953	0.8436993368	0.3474747439
954	0.843706706	0.347424094
955	0.8437590965	0.3473897362
956	0.843735837	0.3473576251
957	0.8437257048	0.3473223569
958	0.8437939852	0.3472903871
959	0.8437823557	0.3472621032
960	0.843789725	0.347231528
961	0.8438223113	0.3472025107
962	0.8437932966	0.3471561827
963	0.8438223113	0.3471205782
964	0.8438611165	0.3470762682
965	0.8439002642	0.3470375656
966	0.843916153	0.3469886131
967	0.843935023	0.3469476132
968	0.8440226362	0.3469160718
969	0.8440250692	0.3468886162
970	0.8440254075	0.3468691739
971	0.8441010563	0.3468351866
972	0.8440925386	0.3467984345
973	0.8441886684	0.346761143
974	0.8442150328	0.3467303623
975	0.8442708717	0.3467076493
976	0.8442643185	0.3466739147
977	0.8442225497	0.3466360749
978	0.8442646506	0.3466036279
979	0.8442530239	0.3465814468
980	0.8442379538	0.3465540153
981	0.8441911106	0.3465238203
982	0.8442716873	0.346489499
983	0.844294125	0.3464637778
984	0.84435078	0.3464350626
985	0.8443175328	0.3464087096
986	0.844343568	0.3463742046
987	0.8443368593	0.3463373066
988	0.8443538909	0.3463189866
989	0.8443871348	0.3462830093
990	0.8444403507	0.3462574559
991	0.8444429708	0.3462230172
992	0.8444560696	0.3461829998
993	0.8444742436	0.3461530859
994	0.8445408799	0.3461169622
995	0.8445119031	0.3460653257
996	0.8445107574	0.3460311008
997	0.8445611889	0.3459929291
998	0.8446125906	0.3459511311
999	0.8446176686	0.3459219697
