iter	F1	Logloss
90	0.8040926273	0.4099705339
91	0.8040648153	0.4097621043
92	0.8041459584	0.4096010392
93	0.8043914462	0.4093602566
94	0.8045565897	0.4091993287
95	0.8046975178	0.4089810027
96	0.8048915654	0.4088070473
97	0.8049732126	0.4086557288
98	0.8050720648	0.4084888592
99	0.8051674507	0.408343132
100	0.8053016251	0.4082034734
101	0.8054855843	0.4079896286
102	0.8056096237	0.407880962
103	0.8057104453	0.4076473488
104	0.8057868481	0.407389225
105	0.8060573171	0.4072335836
106	0.8061707021	0.4070183768
107	0.8062191241	0.4068787442
108	0.8064173176	0.4067014721
109	0.8064909082	0.40651186
110	0.8064518511	0.4063671292
111	0.8065980965	0.4061830724
112	0.80677871	0.4059902539
113	0.8070509626	0.4057904117
114	0.8071661142	0.4056447911
115	0.8071545916	0.4054353518
116	0.8072746874	0.40533542
117	0.8073514375	0.4051235078
118	0.8073492713	0.4049931419
119	0.8074888225	0.404811489
120	0.8077043776	0.4046293525
121	0.8077999365	0.404524486
122	0.8078043593	0.4043833075
123	0.808002865	0.404207313
124	0.8080030128	0.4041109014
125	0.8080389616	0.4039503464
126	0.8081656162	0.4038125679
127	0.808372069	0.4036406303
128	0.8083841401	0.4035194701
129	0.8086212755	0.4033634592
130	0.8087206941	0.4031267805
131	0.8087708093	0.4030278446
132	0.8088605025	0.4028615559
133	0.8089879344	0.4026776463
134	0.8091234988	0.4025836537
135	0.809251329	0.402464971
136	0.8093399291	0.4022889474
137	0.8094540165	0.4020778289
138	0.8094169245	0.4019702559
139	0.8095580933	0.4018466187
140	0.8095941395	0.401675069
141	0.8097522071	0.4015103644
142	0.8099486687	0.4013389881
143	0.8101650097	0.4011680139
144	0.8101502371	0.401041618
145	0.8102307306	0.4009003178
146	0.8102046621	0.400733937
147	0.8103541892	0.4006292834
148	0.8104294116	0.4005209382
149	0.8104611383	0.4004363022
150	0.8104850925	0.4003081402
151	0.8106184881	0.4001752623
152	0.8107522989	0.4000152682
153	0.8106734059	0.3998923806
154	0.8107489065	0.3997287359
155	0.8108850875	0.3995570211
156	0.8109240283	0.399372242
157	0.8109579931	0.3991642056
158	0.811115955	0.3990349099
159	0.8111141072	0.3989156708
160	0.8111514578	0.3988206398
161	0.8114056474	0.3986851285
162	0.8114297534	0.398576607
163	0.811501267	0.398477638
164	0.8115060822	0.3983565318
165	0.8115280333	0.3982087452
166	0.8117658358	0.3980668447
167	0.8118737993	0.3978822894
168	0.8119770213	0.3977917434
169	0.8120102413	0.3976336298
170	0.8121809788	0.3974816404
171	0.8122776885	0.3973662005
172	0.8122973043	0.3972268579
173	0.8123933423	0.3971004868
174	0.8124956135	0.3969951946
175	0.8126712809	0.3968409137
176	0.8126622957	0.3967152378
177	0.8128418883	0.3965977422
178	0.8129104704	0.3964738474
179	0.8129487899	0.3963868483
180	0.8130365401	0.3962765513
181	0.8131489807	0.396123553
182	0.813204836	0.3960420609
183	0.81356508	0.3956607434
184	0.8136097734	0.3955220886
185	0.8137441003	0.3953950714
186	0.8137656457	0.3952763828
187	0.8137789401	0.3951821411
188	0.8138187836	0.3950951081
189	0.8137982497	0.3949666727
190	0.81403965	0.3948394753
191	0.8140848296	0.3947093946
192	0.8140759213	0.3945743165
193	0.814200685	0.3944231449
194	0.8145043045	0.3941462347
195	0.8145453202	0.3939865118
196	0.8145822328	0.3938736097
197	0.8146593764	0.3937555314
198	0.8147340889	0.3936505333
199	0.814809343	0.3935436535
200	0.8148755568	0.3934733754
201	0.8149586963	0.3933143452
202	0.8149477626	0.3932392788
203	0.8150664697	0.3931719514
204	0.815136229	0.3930686775
205	0.8152343678	0.3928958355
206	0.8152786752	0.392768621
207	0.8153987601	0.3926525687
208	0.8155207172	0.3925713383
209	0.815489598	0.3924566511
210	0.8155892694	0.3922989241
211	0.8156464193	0.3922378713
212	0.8156472861	0.3921455354
213	0.8157093896	0.3920536511
214	0.8157695504	0.3919486535
215	0.8158010393	0.3918436446
216	0.8158678101	0.3917484903
217	0.8159118356	0.3916139575
218	0.8159380736	0.3915289276
219	0.8160576124	0.3913696113
220	0.8160879215	0.3912387403
221	0.8161952351	0.3911603389
222	0.8162213071	0.3910850458
223	0.8163257769	0.3909703076
224	0.8165732474	0.3908449236
225	0.8166285712	0.3907508669
226	0.8167930193	0.3906286761
227	0.8166932553	0.39055185
228	0.8167654499	0.3904097558
229	0.8167485902	0.3903101665
230	0.8168473143	0.3901738062
231	0.8168972471	0.3900612512
232	0.8169377114	0.3899729086
233	0.8170851043	0.3898536483
234	0.817187148	0.3897590594
235	0.8171602244	0.3896805033
236	0.8171610921	0.3895628952
237	0.8171429838	0.3894816749
238	0.8170787115	0.3894117532
239	0.8172628391	0.389327687
240	0.8173736404	0.3892565637
241	0.817353858	0.3891679384
242	0.8174834731	0.3890677203
243	0.8175318344	0.3889325896
244	0.8176150801	0.3887865839
245	0.8176946175	0.3886829736
246	0.8177826037	0.3885850547
247	0.8179360472	0.3884845836
248	0.8179901097	0.3883966156
249	0.8180713592	0.3883162193
250	0.8181861827	0.3881519636
251	0.8181542871	0.3880650367
252	0.8182879176	0.3878984151
253	0.8183164605	0.3878122653
254	0.8183053852	0.3877231701
255	0.8184299257	0.3875806379
256	0.8185316493	0.3874781564
257	0.8185575158	0.3873870612
258	0.8185938279	0.3872973161
259	0.8186905531	0.3872249704
260	0.8187049828	0.3871464287
261	0.818800325	0.3870611127
262	0.8188433098	0.3869472048
263	0.8190077334	0.3868054498
264	0.8190043578	0.3866802932
265	0.8190654868	0.3865859699
266	0.8190229938	0.3864929602
267	0.8191959339	0.386373013
268	0.8193725206	0.3862696528
269	0.8195229336	0.3861614587
270	0.8195200496	0.3860729221
271	0.8196308415	0.3859825896
272	0.8197630619	0.3859063007
273	0.8197996255	0.3858318221
274	0.8198795381	0.3857345902
275	0.8199329365	0.3856463789
276	0.8200446832	0.3855677757
277	0.820109083	0.3854689045
278	0.8202549219	0.3853560431
279	0.8203200579	0.3852722196
280	0.8203967554	0.3851908875
281	0.820469842	0.3850015711
282	0.8204982406	0.384925996
283	0.8204897212	0.3848014891
284	0.8204363174	0.3847155153
285	0.8204984288	0.3846279308
286	0.8206667627	0.3844812536
287	0.8206476387	0.3844069995
288	0.8207311355	0.3843159824
289	0.8208144562	0.3842337615
290	0.8208284565	0.3841639158
291	0.8209290304	0.3840681168
292	0.8211322371	0.3839416985
293	0.821178408	0.3838499308
294	0.8211960636	0.3837755385
295	0.821225997	0.3836587753
296	0.8212811214	0.3835201934
297	0.8214000886	0.3834356023
298	0.8213772705	0.3833194887
299	0.8214294945	0.3832467683
300	0.821464308	0.383162617
301	0.821561503	0.3830461342
302	0.8215943544	0.3829346154
303	0.8216147949	0.3828528537
304	0.8217508825	0.3827033944
305	0.8217661655	0.38261913
306	0.8218134015	0.3825276806
307	0.8218725762	0.3824237248
308	0.8219468504	0.3823459131
309	0.8219733625	0.382262449
310	0.8220750584	0.382181562
311	0.8221280808	0.3820802349
312	0.8221613974	0.3819842647
313	0.8222387216	0.3818468948
314	0.8221442293	0.3817722338
315	0.8222594124	0.3816385755
316	0.8222398729	0.3815650147
317	0.8223055468	0.3814791198
318	0.8223463522	0.3813969871
319	0.8224477206	0.3813169532
320	0.8224424734	0.3812448921
321	0.8225495483	0.3811551886
322	0.8225790963	0.3810289592
323	0.8226243107	0.3809235051
324	0.8227777039	0.3808355889
325	0.8228072508	0.3807587573
326	0.8228845799	0.3806827305
327	0.8229810682	0.3805946585
328	0.8230219547	0.3804657257
329	0.8231019739	0.3803494212
330	0.8231358329	0.3802640759
331	0.8232652941	0.3801732209
332	0.8232709117	0.3800819209
333	0.8232561231	0.3800170322
334	0.8232800482	0.3799422633
335	0.8232743657	0.3798524244
336	0.8233743215	0.3797521255
337	0.8233947326	0.3796869598
338	0.8234850947	0.3795721439
339	0.8236684467	0.3794523072
340	0.8236423731	0.3793768994
341	0.8236371627	0.379292514
342	0.823747955	0.3791673037
343	0.823780981	0.3790826723
344	0.8238912891	0.3789974807
345	0.8238335654	0.3789235786
346	0.8239225722	0.3788582138
347	0.8240702788	0.3787778526
348	0.8240885724	0.3787046094
349	0.8241255022	0.3786273445
350	0.8241854831	0.3785697458
351	0.8242545099	0.3785092822
352	0.8241932744	0.3783980523
353	0.8242045555	0.3783179559
354	0.8243344042	0.378247686
355	0.824385597	0.3781872295
356	0.8244086522	0.3781304978
357	0.8245258428	0.3780650821
358	0.8245941166	0.3780086849
359	0.8247018425	0.3779275034
360	0.8247221709	0.377852596
361	0.8247941817	0.3777761371
362	0.8247829956	0.3777158419
363	0.8248776976	0.3776456963
364	0.8249619707	0.3775781029
365	0.8249754469	0.3775056653
366	0.8250821427	0.3774158423
367	0.8251687849	0.3773100711
368	0.8251340906	0.3772371461
369	0.8252153016	0.3771784425
370	0.825244367	0.3770719245
371	0.8252492774	0.3769992594
372	0.8253030728	0.3769249624
373	0.8253099887	0.3768584224
374	0.8253541714	0.3767664228
375	0.8253351983	0.3766800077
376	0.8253785488	0.3766096136
377	0.8254726383	0.3765035815
378	0.8255661579	0.3763338541
379	0.8255374439	0.3762367216
380	0.8254992671	0.3761567457
381	0.8256190445	0.3760234134
382	0.8256659221	0.3759546832
383	0.8255870625	0.3758933316
384	0.8256239846	0.3758285963
385	0.8257268918	0.3757716358
386	0.8257742464	0.375671659
387	0.8258438998	0.3756090978
388	0.8258498529	0.3755401164
389	0.8258861491	0.375457623
390	0.8259444133	0.3753867639
391	0.8259635158	0.3753235459
392	0.8259717054	0.3752374729
393	0.8260452203	0.3751639885
394	0.8261734831	0.3751112048
395	0.8261821512	0.3750544665
396	0.8262592173	0.3749824607
397	0.8262951708	0.3749143464
398	0.8262852206	0.3748532913
399	0.8264009393	0.3746494093
400	0.8263924011	0.3745877099
401	0.8265803346	0.3744999238
402	0.8266325073	0.3744281596
403	0.8267058459	0.3743734108
404	0.8266224608	0.3742593709
405	0.8266622365	0.37420344
406	0.826762846	0.3741314945
407	0.8268204269	0.3740697755
408	0.8269281171	0.3740141646
409	0.8269843438	0.3739505152
410	0.827012101	0.3738815008
411	0.8270500729	0.3738210212
412	0.8270844331	0.3737658367
413	0.8271885233	0.3737149767
414	0.8272185592	0.3736576696
415	0.8272081218	0.3736041615
416	0.8272407097	0.3735336851
417	0.827317599	0.3734851269
418	0.8273476124	0.3734017746
419	0.827364931	0.3733500016
420	0.8274000724	0.3732999179
421	0.827413548	0.3731980244
422	0.8275047259	0.3730842003
423	0.827588244	0.3730314934
424	0.8275042182	0.3729713204
425	0.8275767858	0.3729004609
426	0.8277310924	0.372834527
427	0.8277799725	0.3727736561
428	0.8278675512	0.3727079669
429	0.8278642526	0.372650901
430	0.8279062555	0.3726010412
431	0.8279060151	0.3725304159
432	0.8279737423	0.3724496664
433	0.8280045485	0.3723987615
434	0.828074813	0.3723208865
435	0.8281280575	0.3722687032
436	0.8281056732	0.3721685927
437	0.828201152	0.3720938744
438	0.8282291263	0.3720310381
439	0.8283042343	0.3719789433
440	0.8283120632	0.3719247291
441	0.8283133308	0.371861853
442	0.8283423407	0.3718140336
443	0.8284082645	0.3717638379
444	0.828385982	0.3716873743
445	0.8284040271	0.3716289497
446	0.8284335624	0.3715794621
447	0.8284930617	0.3715226508
448	0.828591046	0.3714654718
449	0.8285754361	0.3714176569
450	0.8286497879	0.371368915
451	0.8286636101	0.3713191062
452	0.8287103168	0.3712676363
453	0.8287544064	0.3711989875
454	0.8288455221	0.3711428335
455	0.828858887	0.3710564043
456	0.8289141507	0.3710016235
457	0.8289438229	0.3709126137
458	0.8289573252	0.3708670406
459	0.8289427545	0.3707831402
460	0.8290295433	0.3707357879
461	0.8290133255	0.3706355852
462	0.8291251601	0.3705527001
463	0.8292711732	0.370496589
464	0.8292823348	0.3704275601
465	0.8293683892	0.3703774692
466	0.8294006067	0.3703342147
467	0.8293761209	0.3702805954
468	0.8294058379	0.3702124861
469	0.8294852301	0.3701333379
470	0.8294713534	0.3700880639
471	0.8294456069	0.3700123252
472	0.8295579081	0.369964043
473	0.8295219293	0.3699150369
474	0.8295476771	0.3698569978
475	0.8295568611	0.3697954527
476	0.8297185287	0.3697439388
477	0.8296897142	0.3696575278
478	0.8297438925	0.3696128568
479	0.8297339986	0.3695525496
480	0.8298745387	0.3695004881
481	0.829902252	0.3694480722
482	0.8300232481	0.3693937829
483	0.8300154609	0.3693492135
484	0.8300438718	0.369300941
485	0.8300548686	0.3692339634
486	0.8300438718	0.3691766141
487	0.8300701829	0.369121758
488	0.8301372997	0.3690250555
489	0.8301168274	0.3689781295
490	0.830260944	0.3689229184
491	0.8302007925	0.3688753503
492	0.830331117	0.3688073715
493	0.8303361252	0.3687480924
494	0.8304039197	0.3686992795
495	0.830398353	0.3686148531
496	0.830424805	0.3685560477
497	0.8305207311	0.3684764443
498	0.8305041598	0.3684325669
499	0.830576454	0.368383465
500	0.8305810127	0.3683375995
501	0.830797953	0.3682448241
502	0.8307160989	0.3682003407
503	0.8307691172	0.3681451076
504	0.8309150942	0.3679917905
505	0.830933593	0.3679395632
506	0.831001815	0.3678754337
507	0.8309543749	0.3678218362
508	0.8310791367	0.3677535059
509	0.8310784636	0.3676623498
510	0.8310200046	0.3676108244
511	0.8311418072	0.3675505135
512	0.8311692145	0.3674731455
513	0.83125422	0.3674194999
514	0.8312776939	0.3673423528
515	0.8312943642	0.3672958508
516	0.8313368136	0.3672060278
517	0.8312914781	0.3671191238
518	0.83133459	0.3670621908
519	0.8313500114	0.3670058958
520	0.8313657493	0.3669661907
521	0.8314169037	0.3668990329
522	0.8315110737	0.3668510147
523	0.8316068293	0.3668027172
524	0.8316413109	0.3667362702
525	0.8316856519	0.3666840494
526	0.8317527066	0.3666247469
527	0.8317895257	0.3665626367
528	0.8318226924	0.3665094532
529	0.8318441731	0.3664679582
530	0.8318084557	0.3664141368
531	0.8319012429	0.3663561945
532	0.8319345402	0.3663026957
533	0.8319868375	0.3662047661
534	0.8320163498	0.36615071
535	0.8320065515	0.3660976855
536	0.8320607308	0.3660417107
537	0.832124058	0.3659856903
538	0.8320630962	0.3659096137
539	0.8320662218	0.3658690114
540	0.8321394584	0.3658141916
541	0.8321426332	0.3657356141
542	0.8322034273	0.3656896711
543	0.8321855531	0.3656445043
544	0.8322458088	0.365584121
545	0.8323215037	0.3655415867
546	0.8322876902	0.3654854873
547	0.8323497735	0.3654345421
548	0.8323565103	0.3653533611
549	0.8323890045	0.3653074461
550	0.8324197106	0.3652564219
551	0.8324282847	0.3652074631
552	0.8324006065	0.3651677902
553	0.8324756624	0.3651124165
554	0.8325229645	0.3650537317
555	0.8324816535	0.3649770679
556	0.8325050637	0.3649366619
557	0.832566565	0.3648886618
558	0.8326243908	0.3648405757
559	0.8327006157	0.3648015567
560	0.8327356709	0.3647657672
561	0.8327129318	0.3647004016
562	0.8328328476	0.364648097
563	0.8329152772	0.3645792868
564	0.8329521477	0.364530133
565	0.8328931838	0.364343695
566	0.8329675761	0.3642837293
567	0.8330105897	0.3642372615
568	0.8330333432	0.3641882845
569	0.833122485	0.364139817
570	0.8332263752	0.3640939276
571	0.8332817018	0.3640353104
572	0.8332890777	0.3639818397
573	0.833361608	0.3639452802
574	0.8333382503	0.3638889392
575	0.8334083182	0.3638206846
576	0.8334242938	0.3637602842
577	0.8334218328	0.363705631
578	0.8334955896	0.3636644485
579	0.8335011266	0.3636260367
580	0.833559492	0.3635828253
581	0.8335054055	0.3635256018
582	0.8335367495	0.3634717336
583	0.8336424476	0.3634237099
584	0.8335766962	0.3633826008
585	0.8336928426	0.3633377259
586	0.8337309415	0.3632826665
587	0.8337641172	0.3632391461
588	0.8337456723	0.3631854107
589	0.8337979145	0.3631410873
590	0.833770869	0.3631073229
591	0.8337831858	0.3630697392
592	0.8337991402	0.36301425
593	0.8337984965	0.3629590121
594	0.8338230902	0.3629109583
595	0.8339134025	0.3628615621
596	0.8339404486	0.3628243602
597	0.8340067837	0.3627867931
598	0.8339963647	0.3627417066
599	0.8340559513	0.3626919296
600	0.8341081613	0.3626482923
601	0.8341038971	0.3625559321
602	0.8340983413	0.3625086972
603	0.8340898113	0.3624509659
604	0.8341672597	0.3624105449
605	0.8341715584	0.3623722501
606	0.8342613557	0.3622935673
607	0.8342373769	0.3622560093
608	0.834251414	0.3622140124
609	0.8342662448	0.3621614377
610	0.8343277308	0.3621062698
611	0.8343025293	0.3620645231
612	0.8342435697	0.3620104434
613	0.8342398619	0.3619661568
614	0.8342951543	0.3619253717
615	0.8343172357	0.3618855725
616	0.8343786295	0.36184801
617	0.8344075396	0.3618008112
618	0.8344013864	0.3617527744
619	0.8343945992	0.3617105965
620	0.8344524212	0.3616637532
621	0.8345598537	0.3616202702
622	0.8344671703	0.3615741945
623	0.8345057959	0.3614956475
624	0.8345600165	0.3614203638
625	0.8345765137	0.3613750287
626	0.8346839905	0.3613290448
627	0.8347515743	0.3612590959
628	0.8347670264	0.3612212314
629	0.834781711	0.3611704398
630	0.8348271069	0.3611187879
631	0.834873852	0.361080303
632	0.8349290499	0.3610034718
633	0.8349241109	0.3609649592
634	0.8349439391	0.3609237626
635	0.8350052905	0.3608863174
636	0.8350844596	0.360853695
637	0.8350753009	0.360778091
638	0.8350906946	0.3607399221
639	0.8351220519	0.3607012677
640	0.835219291	0.3606449307
641	0.835256077	0.3605914905
642	0.8353014478	0.3605573109
643	0.8352909948	0.3605234704
644	0.8353617396	0.3604880777
645	0.8354166206	0.3604491803
646	0.8353612672	0.3604008279
647	0.835393101	0.3603324415
648	0.8354472384	0.3602776025
649	0.8354704794	0.3602403833
650	0.8355221922	0.3601978105
651	0.8355868894	0.3601463221
652	0.8355868894	0.3601049892
653	0.8356665917	0.360002384
654	0.8357076494	0.3599659117
655	0.835681132	0.3599229107
656	0.835664413	0.3598575048
657	0.8356595663	0.3598136314
658	0.8356669395	0.3597720319
659	0.8357044634	0.3597174746
660	0.8357599242	0.3596752627
661	0.8357058847	0.3596376158
662	0.8357821539	0.3595957599
663	0.8358224362	0.3595248205
664	0.8358764696	0.3594806864
665	0.8359063965	0.3594220692
666	0.8358884568	0.3593701473
667	0.8359111216	0.3593283919
668	0.8359197033	0.3592870079
669	0.8359817614	0.3592414452
670	0.8359603079	0.3591958282
671	0.8359885877	0.3591578041
672	0.8359948686	0.3590871834
673	0.8359960778	0.3590428593
674	0.8360118422	0.3589813671
675	0.836087875	0.3589433166
676	0.8361252839	0.3588988985
677	0.8361625657	0.3588344282
678	0.8361079981	0.3587898607
679	0.8361058267	0.3587484908
680	0.836127824	0.358700598
681	0.8360787494	0.3586595152
682	0.8360812883	0.358626502
683	0.8361296982	0.3585856416
684	0.8361487358	0.3585503759
685	0.8361880184	0.3585168095
686	0.8362130937	0.3584709331
687	0.8362848169	0.3584360639
688	0.8363498301	0.3583886899
689	0.8364315968	0.358352479
690	0.8364673919	0.3583065879
691	0.8364557298	0.3582566985
692	0.8365222264	0.3582185534
693	0.8365133665	0.3581751602
694	0.8366764712	0.3581220954
695	0.8366766191	0.3580404548
696	0.8366990334	0.3579854031
697	0.8366970042	0.3579368614
698	0.8367479339	0.3578984107
699	0.836781033	0.3578622382
700	0.8369116904	0.3577938119
701	0.8368931824	0.3577528711
702	0.8369583246	0.3577160074
703	0.8369559208	0.3576818339
704	0.8370270719	0.3576431382
705	0.8370598079	0.3576043756
706	0.8370997527	0.3575689449
707	0.8370965007	0.357521378
708	0.8371302729	0.3574798294
709	0.8371420989	0.3573901349
710	0.8372322742	0.3573551375
711	0.8372830133	0.3573132366
712	0.8372792405	0.3572358068
713	0.8372780411	0.3571974565
714	0.8373085484	0.3571535604
715	0.8373522615	0.3571068424
716	0.837360677	0.3570693723
717	0.8374220466	0.3570288545
718	0.8374559997	0.3569882591
719	0.8374949316	0.3569461091
720	0.8374981572	0.3569127321
721	0.837526445	0.3568791088
722	0.8376474751	0.3568357199
723	0.8376430004	0.3567970182
724	0.8376390972	0.3567214528
725	0.8376709779	0.3566829309
726	0.8377073351	0.3566391618
727	0.8378074537	0.3566002425
728	0.837838834	0.3565673056
729	0.837835945	0.3565322729
730	0.8377939057	0.3564957106
731	0.8378445127	0.3564552752
732	0.8379725187	0.35635953
733	0.8380400569	0.3563257181
734	0.838045325	0.3562930669
735	0.8380277018	0.3562601923
736	0.8380566951	0.3561963058
737	0.8380090898	0.3561556598
738	0.8380092966	0.35607495
739	0.8380470685	0.3560243473
740	0.8380294411	0.3559538348
741	0.8380849166	0.3558945842
742	0.8381037336	0.3558467017
743	0.8381772409	0.3558060079
744	0.8382497669	0.3557604407
745	0.8382383297	0.3557199444
746	0.8383365951	0.3555907819
747	0.8383760574	0.3555546866
748	0.8383594159	0.355528439
749	0.8383938905	0.3554923758
750	0.8384336128	0.3554525357
751	0.8384124316	0.3554189109
752	0.8385097059	0.3553695644
753	0.8385261187	0.3553292701
754	0.8385710548	0.3552929542
755	0.8386029181	0.3552553098
756	0.8387291737	0.3552168346
757	0.8387092019	0.3551724731
758	0.8387548506	0.3551265597
759	0.8388321179	0.3550906437
760	0.8388834638	0.3550498246
761	0.8389288702	0.3550028363
762	0.8389590673	0.3549708644
763	0.8389564448	0.3549324565
764	0.8389238746	0.3549058717
765	0.838961441	0.3548673432
766	0.8388917753	0.3548331237
767	0.8389419534	0.3547981142
768	0.8389642835	0.3547627188
769	0.8390132464	0.3547267243
770	0.8390037213	0.354659356
771	0.8390339161	0.3546162001
772	0.8390015992	0.3545856802
773	0.8391035845	0.3545308377
774	0.8390667374	0.354499717
775	0.8390550903	0.3544619439
776	0.8391371318	0.3543963446
777	0.8391281116	0.3543253408
778	0.8390979106	0.3542892956
779	0.8391780004	0.3542567006
780	0.8392136632	0.3542189041
781	0.8392248479	0.3541853696
782	0.8392567587	0.354133123
783	0.8393646816	0.3540776371
784	0.8392981525	0.3540429264
785	0.839330729	0.3540100282
786	0.8393927891	0.3539678135
787	0.8394025274	0.3539306388
788	0.8394828781	0.3538973739
789	0.8395142715	0.3538639127
790	0.8394952533	0.3538268539
791	0.8395235533	0.3537594745
792	0.8395130886	0.3537220036
793	0.8395465735	0.3536809143
794	0.839532287	0.3536506948
795	0.8395794253	0.3536078821
796	0.8395627723	0.3535704434
797	0.8396609545	0.3535397429
798	0.8396907179	0.3534699228
799	0.8397250428	0.3534316658
800	0.8397797386	0.3533774562
801	0.8397850334	0.3533357522
802	0.8397928531	0.3532988298
803	0.8398394451	0.3532605866
804	0.8398410721	0.3531632258
805	0.8398903116	0.3531280826
806	0.8398993082	0.3530687588
807	0.8399283492	0.3530314525
808	0.8400005897	0.352998131
809	0.8399656498	0.352956669
810	0.8400081078	0.352919887
811	0.840058083	0.3528777815
812	0.8400561659	0.3528369662
813	0.8401628923	0.3527999664
814	0.8401646746	0.352765918
815	0.8401841293	0.3527345047
816	0.8402006568	0.3526807492
817	0.840221594	0.3526429508
818	0.8402089023	0.3525988872
819	0.8402655177	0.3525587711
820	0.8402675659	0.352455935
821	0.8402977924	0.3524180533
822	0.8402799533	0.352386454
823	0.8403203397	0.3523466948
824	0.8403222597	0.3523079214
825	0.840397578	0.3522766739
826	0.8404596413	0.3522407986
827	0.8404332556	0.3522079153
828	0.840521816	0.3521363388
829	0.840585478	0.3520976173
830	0.8406009662	0.3520650193
831	0.8406436897	0.3520391026
832	0.8406988013	0.352000652
833	0.8407053231	0.3519270601
834	0.8407235851	0.3518862222
835	0.8407926834	0.3518497054
836	0.8407903367	0.3518177577
837	0.84077217	0.3517828019
838	0.8408066709	0.351752549
839	0.8408407523	0.3517140992
840	0.8408410843	0.3516851366
841	0.8409219035	0.351633393
842	0.8409338797	0.3515927009
843	0.8409102633	0.3515636289
844	0.8409808582	0.3515216994
845	0.8410079922	0.3515006651
846	0.8410619939	0.3514524592
847	0.8411018667	0.3514195899
848	0.8411084089	0.3513904313
849	0.8411685373	0.3513526357
850	0.8411941574	0.3513034584
851	0.8412627638	0.3512605699
852	0.8412600143	0.3512264535
853	0.8412747548	0.3511844771
854	0.8412779129	0.351147702
855	0.8412519437	0.3511118253
856	0.8412837614	0.351075599
857	0.8413462247	0.3510495513
858	0.8413679774	0.3510166577
859	0.841388153	0.3509815972
860	0.8413892717	0.3509484157
861	0.8414653019	0.3509213845
862	0.8414490361	0.3508720444
863	0.8414707833	0.350842659
864	0.84147932	0.3508143051
865	0.8415367385	0.350779928
866	0.8415910523	0.350746803
867	0.8415677808	0.3507145562
868	0.8416236249	0.3506867759
869	0.8416592986	0.3506345897
870	0.8416670658	0.3505978191
871	0.8417027672	0.350561207
872	0.8417213713	0.3505343284
873	0.8417109029	0.3504898653
874	0.8416445946	0.3504572531
875	0.841717475	0.350423571
876	0.8417551085	0.3503815751
877	0.8417725483	0.3503388995
878	0.8418027895	0.3503075811
879	0.8418338024	0.3502801358
880	0.8419132953	0.3502193184
881	0.8419047619	0.3501937606
882	0.8419846513	0.3501611525
883	0.8419311341	0.3501286974
884	0.8419737986	0.350097703
