avg_damage,avg_taken,avg_heal,team_kda,role_entropy,champion,kills,deaths,assists,damage,taken,heal,role_cluster,champion,kills,deaths,assists,damage,taken,heal,role_cluster,champion,kills,deaths,assists,damage,taken,heal,role_cluster,champion,kills,deaths,assists,damage,taken,heal,role_cluster,champion,kills,deaths,assists,damage,taken,heal,role_cluster,item_0,item_1001,item_1004,item_1006,item_1011,item_1018,item_1026,item_1028,item_1029,item_1031,item_1033,item_1036,item_1037,item_1038,item_1042,item_1043,item_1052,item_1053,item_1057,item_1058,item_2003,item_2010,item_2019,item_2020,item_2021,item_2022,item_2031,item_2051,item_2065,item_2420,item_2421,item_2501,item_2502,item_2503,item_2504,item_2508,item_3006,item_3009,item_3020,item_3024,item_3031,item_3032,item_3033,item_3035,item_3036,item_3040,item_3042,item_3044,item_3046,item_3047,item_3051,item_3053,item_3057,item_3065,item_3067,item_3068,item_3070,item_3071,item_3072,item_3073,item_3074,item_3075,item_3076,item_3077,item_3078,item_3082,item_3083,item_3084,item_3085,item_3086,item_3087,item_3089,item_3091,item_3094,item_3100,item_3102,item_3105,item_3107,item_3108,item_3109,item_3110,item_3111,item_3112,item_3113,item_3114,item_3115,item_3116,item_3118,item_3121,item_3123,item_3124,item_3133,item_3134,item_3135,item_3137,item_3139,item_3140,item_3142,item_3143,item_3144,item_3145,item_3147,item_3152,item_3153,item_3155,item_3156,item_3157,item_3158,item_3161,item_3165,item_3177,item_3184,item_3190,item_3211,item_3222,item_3302,item_3504,item_3508,item_3599,item_3742,item_3748,item_3801,item_3802,item_3803,item_3814,item_3916,item_4005,item_4401,item_4628,item_4629,item_4630,item_4632,item_4633,item_4645,item_4646,item_6333,item_6610,item_6616,item_6617,item_6620,item_6621,item_6631,item_6653,item_6655,item_6657,item_6660,item_6662,item_6664,item_6665,item_6670,item_6672,item_6673,item_6675,item_6676,item_6690,item_6692,item_6694,item_6695,item_6696,item_6698,item_6699,item_6701,item_8010,item_8020,item_126697,item_2422,item_3002,item_3066,item_3119,item_3400,item_6609,item_1027,item_3003,item_3004,item_3050,item_3179,item_3181,item_4642,item_2138,item_2139,item_2151,item_3398,item_4637,item_6630,item_6632,item_6671,item_6691,item_6693,item_2140,item_2150,item_3172,item_2152,item_2015,item_3095,item_3191,item_3193,item_4636,item_6656,item_6697,item_7002,item_7009,item_7013,item_7017,item_7025,item_8001,item_3001,item_3011,item_3012,item_6667,item_7015,item_7026,item_7031,item_7006,item_7030,item_2424,item_3117,item_4635,item_4644,item_6029,item_7001,item_7003,item_7004,item_7012,item_7016,item_7018,item_7027,item_7028,item_7029,item_7032,item_7039,item_7041,item_3600,item_6035,item_7021,item_7022,item_2403,item_2419,item_2423,item_3023,item_6677,item_7008,item_7010,item_7014,item_7020,item_7023,item_7038,item_7042,item_7005,item_7007,item_7011,item_7034,item_7036,item_7040,item_0,item_1001,item_1004,item_1006,item_1011,item_1018,item_1026,item_1028,item_1029,item_1031,item_1033,item_1036,item_1037,item_1038,item_1042,item_1043,item_1052,item_1053,item_1057,item_1058,item_2003,item_2010,item_2019,item_2020,item_2021,item_2022,item_2031,item_2051,item_2065,item_2420,item_2421,item_2501,item_2502,item_2503,item_2504,item_2508,item_3006,item_3009,item_3020,item_3024,item_3031,item_3032,item_3033,item_3035,item_3036,item_3040,item_3042,item_3044,item_3046,item_3047,item_3051,item_3053,item_3057,item_3065,item_3067,item_3068,item_3070,item_3071,item_3072,item_3073,item_3074,item_3075,item_3076,item_3077,item_3078,item_3082,item_3083,item_3084,item_3085,item_3086,item_3087,item_3089,item_3091,item_3094,item_3100,item_3102,item_3105,item_3107,item_3108,item_3109,item_3110,item_3111,item_3112,item_3113,item_3114,item_3115,item_3116,item_3118,item_3121,item_3123,item_3124,item_3133,item_3134,item_3135,item_3137,item_3139,item_3140,item_3142,item_3143,item_3144,item_3145,item_3147,item_3152,item_3153,item_3155,item_3156,item_3157,item_3158,item_3161,item_3165,item_3177,item_3184,item_3190,item_3211,item_3222,item_3302,item_3504,item_3508,item_3599,item_3742,item_3748,item_3801,item_3802,item_3803,item_3814,item_3916,item_4005,item_4401,item_4628,item_4629,item_4630,item_4632,item_4633,item_4645,item_4646,item_6333,item_6610,item_6616,item_6617,item_6620,item_6621,item_6631,item_6653,item_6655,item_6657,item_6660,item_6662,item_6664,item_6665,item_6670,item_6672,item_6673,item_6675,item_6676,item_6690,item_6692,item_6694,item_6695,item_6696,item_6698,item_6699,item_6701,item_8010,item_8020,item_126697,item_2422,item_3002,item_3066,item_3119,item_3400,item_6609,item_1027,item_3003,item_3004,item_3050,item_3179,item_3181,item_4642,item_2138,item_2139,item_2151,item_3398,item_4637,item_6630,item_6632,item_6671,item_6691,item_6693,item_2140,item_2150,item_3172,item_2152,item_2015,item_3095,item_3191,item_3193,item_4636,item_6656,item_6697,item_7002,item_7009,item_7013,item_7017,item_7025,item_8001,item_3001,item_3011,item_3012,item_6667,item_7015,item_7026,item_7031,item_7006,item_7030,item_2424,item_3117,item_4635,item_4644,item_6029,item_7001,item_7003,item_7004,item_7012,item_7016,item_7018,item_7027,item_7028,item_7029,item_7032,item_7039,item_7041,item_3600,item_6035,item_7021,item_7022,item_2403,item_2419,item_2423,item_3023,item_6677,item_7008,item_7010,item_7014,item_7020,item_7023,item_7038,item_7042,item_7005,item_7007,item_7011,item_7034,item_7036,item_7040,item_0,item_1001,item_1004,item_1006,item_1011,item_1018,item_1026,item_1028,item_1029,item_1031,item_1033,item_1036,item_1037,item_1038,item_1042,item_1043,item_1052,item_1053,item_1057,item_1058,item_2003,item_2010,item_2019,item_2020,item_2021,item_2022,item_2031,item_2051,item_2065,item_2420,item_2421,item_2501,item_2502,item_2503,item_2504,item_2508,item_3006,item_3009,item_3020,item_3024,item_3031,item_3032,item_3033,item_3035,item_3036,item_3040,item_3042,item_3044,item_3046,item_3047,item_3051,item_3053,item_3057,item_3065,item_3067,item_3068,item_3070,item_3071,item_3072,item_3073,item_3074,item_3075,item_3076,item_3077,item_3078,item_3082,item_3083,item_3084,item_3085,item_3086,item_3087,item_3089,item_3091,item_3094,item_3100,item_3102,item_3105,item_3107,item_3108,item_3109,item_3110,item_3111,item_3112,item_3113,item_3114,item_3115,item_3116,item_3118,item_3121,item_3123,item_3124,item_3133,item_3134,item_3135,item_3137,item_3139,item_3140,item_3142,item_3143,item_3144,item_3145,item_3147,item_3152,item_3153,item_3155,item_3156,item_3157,item_3158,item_3161,item_3165,item_3177,item_3184,item_3190,item_3211,item_3222,item_3302,item_3504,item_3508,item_3599,item_3742,item_3748,item_3801,item_3802,item_3803,item_3814,item_3916,item_4005,item_4401,item_4628,item_4629,item_4630,item_4632,item_4633,item_4645,item_4646,item_6333,item_6610,item_6616,item_6617,item_6620,item_6621,item_6631,item_6653,item_6655,item_6657,item_6660,item_6662,item_6664,item_6665,item_6670,item_6672,item_6673,item_6675,item_6676,item_6690,item_6692,item_6694,item_6695,item_6696,item_6698,item_6699,item_6701,item_8010,item_8020,item_126697,item_2422,item_3002,item_3066,item_3119,item_3400,item_6609,item_1027,item_3003,item_3004,item_3050,item_3179,item_3181,item_4642,item_2138,item_2139,item_2151,item_3398,item_4637,item_6630,item_6632,item_6671,item_6691,item_6693,item_2140,item_2150,item_3172,item_2152,item_2015,item_3095,item_3191,item_3193,item_4636,item_6656,item_6697,item_7002,item_7009,item_7013,item_7017,item_7025,item_8001,item_3001,item_3011,item_3012,item_6667,item_7015,item_7026,item_7031,item_7006,item_7030,item_2424,item_3117,item_4635,item_4644,item_6029,item_7001,item_7003,item_7004,item_7012,item_7016,item_7018,item_7027,item_7028,item_7029,item_7032,item_7039,item_7041,item_3600,item_6035,item_7021,item_7022,item_2403,item_2419,item_2423,item_3023,item_6677,item_7008,item_7010,item_7014,item_7020,item_7023,item_7038,item_7042,item_7005,item_7007,item_7011,item_7034,item_7036,item_7040,item_0,item_1001,item_1004,item_1006,item_1011,item_1018,item_1026,item_1028,item_1029,item_1031,item_1033,item_1036,item_1037,item_1038,item_1042,item_1043,item_1052,item_1053,item_1057,item_1058,item_2003,item_2010,item_2019,item_2020,item_2021,item_2022,item_2031,item_2051,item_2065,item_2420,item_2421,item_2501,item_2502,item_2503,item_2504,item_2508,item_3006,item_3009,item_3020,item_3024,item_3031,item_3032,item_3033,item_3035,item_3036,item_3040,item_3042,item_3044,item_3046,item_3047,item_3051,item_3053,item_3057,item_3065,item_3067,item_3068,item_3070,item_3071,item_3072,item_3073,item_3074,item_3075,item_3076,item_3077,item_3078,item_3082,item_3083,item_3084,item_3085,item_3086,item_3087,item_3089,item_3091,item_3094,item_3100,item_3102,item_3105,item_3107,item_3108,item_3109,item_3110,item_3111,item_3112,item_3113,item_3114,item_3115,item_3116,item_3118,item_3121,item_3123,item_3124,item_3133,item_3134,item_3135,item_3137,item_3139,item_3140,item_3142,item_3143,item_3144,item_3145,item_3147,item_3152,item_3153,item_3155,item_3156,item_3157,item_3158,item_3161,item_3165,item_3177,item_3184,item_3190,item_3211,item_3222,item_3302,item_3504,item_3508,item_3599,item_3742,item_3748,item_3801,item_3802,item_3803,item_3814,item_3916,item_4005,item_4401,item_4628,item_4629,item_4630,item_4632,item_4633,item_4645,item_4646,item_6333,item_6610,item_6616,item_6617,item_6620,item_6621,item_6631,item_6653,item_6655,item_6657,item_6660,item_6662,item_6664,item_6665,item_6670,item_6672,item_6673,item_6675,item_6676,item_6690,item_6692,item_6694,item_6695,item_6696,item_6698,item_6699,item_6701,item_8010,item_8020,item_126697,item_2422,item_3002,item_3066,item_3119,item_3400,item_6609,item_1027,item_3003,item_3004,item_3050,item_3179,item_3181,item_4642,item_2138,item_2139,item_2151,item_3398,item_4637,item_6630,item_6632,item_6671,item_6691,item_6693,item_2140,item_2150,item_3172,item_2152,item_2015,item_3095,item_3191,item_3193,item_4636,item_6656,item_6697,item_7002,item_7009,item_7013,item_7017,item_7025,item_8001,item_3001,item_3011,item_3012,item_6667,item_7015,item_7026,item_7031,item_7006,item_7030,item_2424,item_3117,item_4635,item_4644,item_6029,item_7001,item_7003,item_7004,item_7012,item_7016,item_7018,item_7027,item_7028,item_7029,item_7032,item_7039,item_7041,item_3600,item_6035,item_7021,item_7022,item_2403,item_2419,item_2423,item_3023,item_6677,item_7008,item_7010,item_7014,item_7020,item_7023,item_7038,item_7042,item_7005,item_7007,item_7011,item_7034,item_7036,item_7040,item_0,item_1001,item_1004,item_1006,item_1011,item_1018,item_1026,item_1028,item_1029,item_1031,item_1033,item_1036,item_1037,item_1038,item_1042,item_1043,item_1052,item_1053,item_1057,item_1058,item_2003,item_2010,item_2019,item_2020,item_2021,item_2022,item_2031,item_2051,item_2065,item_2420,item_2421,item_2501,item_2502,item_2503,item_2504,item_2508,item_3006,item_3009,item_3020,item_3024,item_3031,item_3032,item_3033,item_3035,item_3036,item_3040,item_3042,item_3044,item_3046,item_3047,item_3051,item_3053,item_3057,item_3065,item_3067,item_3068,item_3070,item_3071,item_3072,item_3073,item_3074,item_3075,item_3076,item_3077,item_3078,item_3082,item_3083,item_3084,item_3085,item_3086,item_3087,item_3089,item_3091,item_3094,item_3100,item_3102,item_3105,item_3107,item_3108,item_3109,item_3110,item_3111,item_3112,item_3113,item_3114,item_3115,item_3116,item_3118,item_3121,item_3123,item_3124,item_3133,item_3134,item_3135,item_3137,item_3139,item_3140,item_3142,item_3143,item_3144,item_3145,item_3147,item_3152,item_3153,item_3155,item_3156,item_3157,item_3158,item_3161,item_3165,item_3177,item_3184,item_3190,item_3211,item_3222,item_3302,item_3504,item_3508,item_3599,item_3742,item_3748,item_3801,item_3802,item_3803,item_3814,item_3916,item_4005,item_4401,item_4628,item_4629,item_4630,item_4632,item_4633,item_4645,item_4646,item_6333,item_6610,item_6616,item_6617,item_6620,item_6621,item_6631,item_6653,item_6655,item_6657,item_6660,item_6662,item_6664,item_6665,item_6670,item_6672,item_6673,item_6675,item_6676,item_6690,item_6692,item_6694,item_6695,item_6696,item_6698,item_6699,item_6701,item_8010,item_8020,item_126697,item_2422,item_3002,item_3066,item_3119,item_3400,item_6609,item_1027,item_3003,item_3004,item_3050,item_3179,item_3181,item_4642,item_2138,item_2139,item_2151,item_3398,item_4637,item_6630,item_6632,item_6671,item_6691,item_6693,item_2140,item_2150,item_3172,item_2152,item_2015,item_3095,item_3191,item_3193,item_4636,item_6656,item_6697,item_7002,item_7009,item_7013,item_7017,item_7025,item_8001,item_3001,item_3011,item_3012,item_6667,item_7015,item_7026,item_7031,item_7006,item_7030,item_2424,item_3117,item_4635,item_4644,item_6029,item_7001,item_7003,item_7004,item_7012,item_7016,item_7018,item_7027,item_7028,item_7029,item_7032,item_7039,item_7041,item_3600,item_6035,item_7021,item_7022,item_2403,item_2419,item_2423,item_3023,item_6677,item_7008,item_7010,item_7014,item_7020,item_7023,item_7038,item_7042,item_7005,item_7007,item_7011,item_7034,item_7036,item_7040,match_id,team_id,win
35813.0,37711.2,6636.0,4.51063829787234,1.3321790425210784,Katarina,24,13,20,39163,33321,3253,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,Lissandra,19,10,25,45733,31940,2043,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,Maokai,4,13,33,41572,88577,19953,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,Renata,6,5,41,9511,15990,6238,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,Syndra,6,6,34,43086,18728,1693,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,KR_6523689647,100,True
33471.6,36856.6,6546.8,2.694915254237288,1.054920172608056,Ahri,10,12,19,29693,28220,5625,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,Chogath,6,11,18,21748,44308,925,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,MissFortune,17,12,25,61591,29242,6427,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,Trundle,6,13,31,22868,57135,17868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,Zoe,8,11,19,31458,25378,1889,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,KR_6523689647,200,False
